,id,cluster
1968,1891,5
1969,711,6
1970,2046,1
1971,1609,3
1972,1555,2
1973,2311,5
1974,1381,5
1975,211,7
1976,950,0
1977,2236,1
1978,2049,7
1979,46,0
1980,1307,1
1981,1216,2
1982,2228,7
1983,2452,0
1984,2000,1
1985,1437,2
1986,1450,1
1987,831,7
1988,2280,3
1989,349,7
1990,2475,0
1991,410,7
1992,1538,0
1993,1105,0
1994,2330,6
1995,290,5
1996,362,1
1997,1892,5
1998,1485,0
1999,2260,7
2000,632,3
2001,1680,0
2002,325,0
2003,419,0
2004,2058,7
2005,2277,0
2006,802,0
2007,1407,0
2008,101,7
2009,1453,7
2010,1932,7
2011,1141,2
2012,2183,7
2013,2317,0
2014,1618,7
2015,1459,0
2016,1312,0
2017,1721,7
2018,678,7
2019,2096,7
2020,1386,7
2021,444,5
2022,1379,5
2023,395,0
2024,1540,1
2025,217,1
2026,1106,6
2027,750,1
2028,1134,6
2029,292,0
2030,2201,7
2031,914,5
2032,449,7
2033,846,7
2034,1908,5
2035,128,6
2036,435,7
2037,115,1
2038,299,1
2039,1896,6
2040,1396,3
2041,1888,2
2042,2439,0
2043,852,1
2044,1403,2
2045,2174,0
2046,1271,7
2047,1687,7
2048,1317,6
2049,1495,6
2050,474,3
2051,593,0
2052,354,3
2053,864,4
2054,121,0
2055,1941,5
2056,699,7
2057,174,6
2058,1652,0
2059,1115,0
2060,2497,2
2061,35,7
2062,663,0
2063,1897,2
2064,166,7
2065,200,5
2066,1499,1
2067,112,3
2068,2395,7
2069,104,2
2070,2401,0
2071,295,7
2072,1863,2
2073,1348,1
2074,1188,6
2075,850,6
2076,1375,0
2077,1296,3
2078,581,2
2079,1579,1
2080,2226,7
2081,1591,0
2082,1127,7
2083,2484,0
2084,1269,0
2085,2204,7
2086,1552,1
2087,352,7
2088,866,0
2089,335,2
2090,1164,0
2091,1789,1
2092,2038,0
2093,943,0
2094,2125,5
2095,2374,0
2096,2044,1
2097,235,5
2098,1000,1
2099,1288,0
2100,62,7
2101,1057,6
2102,2469,1
2103,2392,6
2104,161,0
2105,330,7
2106,405,6
2107,964,6
2108,2111,6
2109,2034,6
2110,1273,7
2111,826,2
2112,1323,6
2113,560,5
2114,283,6
2115,2282,5
2116,348,5
2117,2045,7
2118,1656,1
2119,1586,5
2120,284,6
2121,498,5
2122,1101,0
2123,1764,5
2124,2131,3
2125,2383,7
2126,1404,3
2127,936,6
2128,2301,5
2129,2069,5
2130,1624,6
2131,519,4
2132,1700,7
2133,43,2
2134,2268,6
2135,1574,2
2136,2389,2
2137,1638,7
2138,720,0
2139,2187,1
2140,2235,0
2141,1412,2
2142,416,5
2143,775,5
2144,1744,0
2145,1169,6
2146,1466,7
2147,49,1
2148,578,7
2149,989,7
2150,1770,1
2151,1015,6
2152,1431,3
2153,175,7
2154,892,6
2155,1331,5
2156,1620,0
2157,2252,1
2158,127,7
2159,2098,1
2160,2224,7
2161,1944,1
2162,1220,6
2163,567,5
2164,637,0
2165,1053,1
2166,1533,7
2167,503,1
2168,732,2
2169,1336,0
2170,1334,1
2171,452,7
2172,2255,6
2173,1821,3
2174,1674,1
2175,1230,3
2176,186,7
2177,1219,7
2178,1779,5
2179,705,0
2180,403,2
2181,1727,1
2182,947,0
2183,727,0
2184,1726,2
2185,1013,4
2186,1723,2
2187,2040,0
2188,1701,7
2189,2190,7
2190,50,2
2191,2300,6
2192,372,7
2193,925,7
2194,880,6
2195,307,5
2196,1049,5
2197,13,5
2198,496,1
2199,1914,7
2200,366,6
2201,1869,2
2202,1811,7
2203,2147,0
2204,966,5
2205,751,1
2206,2400,1
2207,249,4
2208,2186,7
2209,2430,0
2210,2041,0
2211,790,4
2212,1342,3
2213,1197,0
2214,882,0
2215,609,1
2216,1384,7
2217,766,4
2218,2075,5
2219,911,6
2220,144,5
2221,1357,0
2222,2485,6
2223,1277,7
2224,2095,5
2225,933,5
2226,874,2
2227,1985,1
2228,539,5
2229,411,7
2230,210,5
2231,1632,6
2232,2500,7
2233,795,1
2234,841,1
2235,2312,0
2236,1930,1
2237,2299,0
2238,1074,2
2239,1175,7
2240,1255,7
2241,60,0
2242,1390,2
2243,683,3
2244,1081,2
2245,2446,1
2246,1467,0
2247,1199,7
2248,442,7
2249,1330,1
2250,981,1
2251,1040,2
2252,2406,7
2253,486,7
2254,801,0
2255,1325,7
2256,383,1
2257,931,3
2258,1264,7
2259,1214,1
2260,1931,5
2261,2107,7
2262,1201,2
2263,2259,0
2264,106,7
2265,1471,7
2266,2208,7
2267,1229,5
2268,2194,1
2269,1239,2
2270,156,7
2271,2378,0
2272,30,0
2273,1410,7
2274,2461,7
2275,313,2
2276,1980,6
2277,359,7
2278,1260,0
2279,32,0
2280,1933,1
2281,590,2
2282,820,6
2283,2180,1
2284,1660,0
2285,743,1
2286,1470,2
2287,1107,6
2288,647,7
2289,18,6
2290,2055,2
2291,151,3
2292,2212,0
2293,912,0
2294,1791,7
2295,1328,7
2296,1190,0
2297,1445,1
2298,1786,2
2299,1283,3
2300,236,6
2301,2247,5
2302,20,7
2303,197,6
2304,1858,0
2305,991,5
2306,768,5
2307,2092,0
2308,1279,3
2309,317,0
2310,1697,7
2311,153,1
2312,2070,0
2313,2408,0
2314,1887,0
2315,1678,5
2316,2196,5
2317,1341,6
2318,1212,0
2319,252,5
2320,680,1
2321,1606,7
2322,1444,6
2323,250,7
2324,2167,5
2325,2181,2
2326,924,2
2327,370,0
2328,1018,6
2329,572,5
2330,203,4
2331,1597,7
2332,2420,2
2333,1617,2
2334,1099,6
2335,1833,7
2336,657,6
2337,1263,0
2338,1128,5
2339,2413,7
2340,316,7
2341,2089,7
2342,2278,7
2343,1616,3
2344,805,6
2345,1272,6
2346,181,4
2347,1669,5
2348,2176,1
2349,975,0
2350,1088,4
2351,285,7
2352,2110,7
2353,2444,6
2354,1958,5
2355,40,1
2356,1455,7
2357,2076,2
2358,2269,7
2359,280,3
2360,2013,7
2361,1215,0
2362,1337,1
2363,860,0
2364,780,7
2365,163,5
2366,2106,2
2367,319,6
2368,1954,7
2369,1509,4
2370,1512,7
2371,904,6
2372,2323,7
2373,278,2
2374,1198,4
2375,2082,6
2376,1042,5
2377,326,6
2378,988,3
2379,102,5
2380,1395,1
2381,138,2
2382,1877,2
2383,1809,7
2384,2241,0
2385,394,0
2386,2077,6
2387,507,1
2388,1996,1
2389,364,1
2390,23,7
2391,310,0
2392,512,1
2393,694,1
2394,2456,5
2395,22,1
2396,851,5
2397,1626,5
2398,626,7
2399,2322,6
2400,246,7
2401,91,6
2402,24,2
2403,2169,5
2404,1394,1
2405,1204,7
2406,1457,7
2407,2363,2
2408,815,6
2409,533,2
2410,747,1
2411,1313,7
2412,1484,2
2413,2440,7
2414,1129,4
2415,75,5
2416,72,2
2417,230,2
2418,1031,0
2419,2465,0
2420,1438,5
2421,616,6
2422,347,5
2423,251,5
2424,123,7
2425,1725,6
2426,483,6
2427,830,2
2428,1075,3
2429,1847,7
2430,220,7
2431,2481,0
2432,1648,3
2433,1793,2
2434,652,7
2435,940,5
2436,225,1
2437,223,6
2438,1240,2
2439,2168,7
2440,184,2
2441,1798,5
2442,1644,0
2443,384,0
2444,1587,3
2445,584,5
2446,88,0
2447,974,1
2448,1974,5
2449,1301,5
2450,837,2
2451,669,4
2452,2025,7
2453,1839,7
2454,1975,1
2455,2333,1
2456,33,0
2457,2474,5
2458,126,7
2459,2403,7
2460,691,5
2461,1704,2
2462,58,7
2463,171,5
2464,2205,1
2465,729,0
2466,1326,6
2467,114,2
2468,2071,6
2469,2172,2
2470,624,5
2471,1646,7
2472,1837,7
2473,1463,1
2474,1423,7
2475,2295,6
2476,822,7
2477,1151,1
2478,1491,1
2479,2240,5
2480,1904,0
2481,1009,0
2482,1851,1
2483,2091,2
2484,1415,1
2485,1826,7
2486,407,7
2487,2409,6
2488,1123,6
2489,1526,0
2490,157,7
